visa_requirement_id,origin_country_id,destination_country_id,visa_requirement
279,3,93,0.5
280,3,95,0.5
281,3,96,0
282,3,99,0.5
283,3,151,0.5
284,3,101,0.5
285,3,102,0.5
286,3,97,0.5
287,3,103,0
288,3,113,0.5
289,3,104,0.5
290,3,110,0.5
291,3,105,0.5
292,3,106,0.5
293,3,108,0.5
294,3,111,0.5
295,3,112,0.5
296,3,118,0
297,3,131,0.5
298,3,132,0.5
299,3,119,0
300,3,123,0.5
301,3,124,0.5
302,3,121,0.5
303,3,129,0.5
304,3,130,0
305,3,120,0.5
306,3,64,0
307,3,117,0.5
308,3,116,0.5
309,3,127,0.5
310,3,126,0.5
311,3,115,0.5
312,3,128,0
313,3,125,0.5
314,3,133,0
315,3,140,0.5
316,3,139,0
317,3,137,0.5
318,3,141,0.5
319,3,136,0
320,3,134,0.5
321,3,135,0
322,3,122,0.5
323,3,138,0.5
324,3,142,0.5
325,3,143,0
326,3,147,0
327,3,144,0.5
328,3,148,0.5
329,3,153,0.5
330,3,145,0.5
331,3,146,0
332,3,149,0.5
333,3,152,0.5
334,3,155,0.5
335,3,156,0.5
336,3,157,0.5
337,3,158,0
338,3,100,0.5
339,3,107,0.5
340,3,195,0
341,3,200,0
342,3,166,0.5
343,3,170,0
344,3,159,0.5
345,3,161,0
346,3,168,0.5
347,3,176,0
348,3,164,0.5
349,3,162,0
350,3,172,0.5
351,3,173,0.5
352,3,163,0.5
353,3,167,0.5
354,3,203,0
355,3,169,0.5
356,3,58,0.5
357,3,109,0
358,3,160,0.5
359,3,171,0
360,3,174,0.5
361,3,34,0.5
362,3,177,0.5
363,3,181,0.5
364,3,189,0
365,3,180,0.5
366,3,183,0
367,3,179,0.5
368,3,184,0.5
369,3,185,0.5
370,3,186,0
371,3,187,0.5
372,3,182,0.5
373,3,188,0
374,3,190,0
375,3,191,0.5
376,3,6,0.5
377,3,66,0.5
378,3,193,0.5
379,3,192,0.5
380,3,194,0.5
381,3,199,0.5
382,3,207,0.5
383,3,196,0.5
384,3,198,0.5
385,3,202,0.5
386,3,204,0
387,3,205,0
388,4,2,0.5
389,4,54,0.5
390,4,5,0
391,4,3,0.5
392,4,10,0
393,4,7,0.5
394,4,8,0
395,4,11,0.5
396,4,12,0
397,4,13,0
398,4,21,0.5
399,4,20,0
400,4,18,0
401,4,28,0
402,4,23,0
403,4,15,0
404,4,24,0.5
405,4,16,0.5
406,4,30,0.5
407,4,26,0
408,4,22,0
409,4,31,0.5
410,4,27,0
411,4,29,0.5
412,4,19,0
413,4,17,0.5
414,4,14,0
415,4,98,0
416,4,38,0.5
417,4,33,0.5
418,4,43,0
419,4,32,0.5
420,4,178,0.5
421,4,35,0
422,4,36,0
423,4,41,0
424,4,42,0
425,4,40,0.5
426,4,39,0.5
427,4,44,0.5
428,4,37,0.5
429,4,81,0
430,4,45,0.5
431,4,47,0
432,4,48,0
433,4,52,0
434,4,50,0.5
435,4,51,0
436,4,53,0
437,4,55,0.5
438,4,56,0
439,4,165,0
440,4,72,0.5
441,4,57,0.5
442,4,59,0
443,4,175,0.5
444,4,60,0.5
445,4,62,0.5
446,4,61,0
447,4,63,0
448,4,65,0.5
449,4,70,0.5
450,4,67,0
451,4,49,0
452,4,68,0.5
453,4,73,0
454,4,74,0.5
455,4,76,0.5
456,4,69,0.5
457,4,71,0
458,4,78,0
459,4,82,0
460,4,80,0.5
461,4,83,0
462,4,89,0
463,4,85,0.5
464,4,84,0
465,4,87,0.5
466,4,88,0.5
467,4,86,0.5
468,4,90,0
469,4,91,0
470,4,92,0
471,4,94,0.5
472,4,93,0
473,4,95,0
474,4,96,0
475,4,99,0.5
476,4,151,0.5
477,4,101,0
478,4,201,0
479,4,102,0.5
480,4,97,0
481,4,103,0
482,4,113,0
483,4,104,0.5
484,4,110,0.5
485,4,105,0.5
486,4,106,0.5
487,4,108,0
488,4,111,0
489,4,112,0
490,4,118,0
491,4,131,0
492,4,132,0
493,4,119,0
494,4,123,0.5
495,4,124,0
496,4,121,0.5
497,4,129,0.5
498,4,130,0
499,4,120,0.5
500,4,64,0
501,4,117,0
502,4,116,0
503,4,127,0.5
504,4,126,0
505,4,115,0.5
506,4,128,0
507,4,125,0.5
508,4,133,0.5
509,4,140,0.5
510,4,139,0
511,4,137,0
512,4,141,0.5
513,4,136,0.5
514,4,134,0.5
515,4,135,0.5
516,4,122,0
517,4,138,0
518,4,142,0.5
519,4,143,0.5
520,4,147,0
521,4,144,0.5
522,4,148,0.5
523,4,153,0.5
524,4,145,0.5
525,4,146,0.5
526,4,149,0
527,4,152,0
528,4,155,0.5
529,4,156,0
530,4,157,0.5
531,4,158,0
532,4,100,0
533,4,107,0.5
534,4,195,0
535,4,200,0
536,4,166,0
537,4,170,0.5
538,4,159,0
539,4,161,0.5
540,4,168,0
541,4,176,0.5
542,4,164,0.5
543,4,162,0
544,4,172,0
545,4,173,0
546,4,163,0.5
547,4,167,0.5
548,4,203,0.5
549,4,169,0.5
550,4,58,0
551,4,109,0
552,4,160,0.5
553,4,171,0
554,4,174,0
555,4,34,0
556,4,177,0.5
557,4,181,0
558,4,189,0
559,4,180,0
560,4,183,0
561,4,179,0.5
562,4,184,0.5
563,4,185,0
564,4,186,0.5
565,4,187,0
566,4,182,0.5
567,4,188,0
568,4,190,0.5
569,4,191,0
570,4,6,0
571,4,66,0.5
572,4,193,0.5
573,4,192,0.5
574,4,194,0.5
575,4,199,0.5
576,4,207,0
577,4,196,0.5
578,4,198,0.5
579,4,202,0.5
580,4,204,0
581,4,205,0
582,5,2,0.5
583,5,4,0
584,5,54,0.5
585,5,3,0.5
586,5,10,0
587,5,7,0
588,5,8,0
589,5,11,0
590,5,12,0
591,5,13,0.5
592,5,21,0
593,5,20,0
594,5,18,0
595,5,28,0.5
596,5,23,0
597,5,15,0
598,5,24,0
599,5,16,0.5
600,5,30,0.5
601,5,26,0
602,5,22,0
603,5,31,0.5
604,5,27,0
605,5,29,0.5
606,5,19,0
607,5,17,0.5
608,5,14,0
609,5,98,0
610,5,38,0.5
611,5,33,0
612,5,43,0
613,5,32,0.5
614,5,178,0.5
615,5,35,0
616,5,36,0
617,5,41,0
618,5,42,0
619,5,40,0.5
620,5,39,0.5
621,5,44,0
622,5,37,0.5
623,5,81,0
624,5,45,0.5
625,5,47,0
626,5,48,0
627,5,52,0
628,5,50,0.5
629,5,51,0
630,5,53,0
631,5,55,0
632,5,56,0
633,5,165,0
634,5,72,0.5
635,5,57,0.5
636,5,59,0
637,5,175,0
638,5,60,0.5
639,5,62,0.5
640,5,61,0
641,5,63,0
642,5,65,0.5
643,5,70,0
644,5,67,0
645,5,49,0
646,5,68,0.5
647,5,73,0
648,5,74,0.5
649,5,76,0
650,5,69,0.5
651,5,71,0
652,5,78,0.5
653,5,82,0
654,5,80,0
655,5,83,0
656,5,89,0
657,5,85,0.5
658,5,84,0
659,5,87,0
660,5,88,0.5
661,5,86,0
662,5,90,0
663,5,91,0
664,5,92,0
665,5,94,0
666,5,93,0
667,5,95,0
668,5,96,0
669,5,99,0.5
670,5,151,0.5
671,5,101,0
672,5,102,0
673,5,97,0
674,5,103,0
675,5,113,0
676,5,104,0
677,5,110,0.5
678,5,105,0.5
679,5,106,0.5
680,5,108,0
681,5,111,0
682,5,112,0
683,5,118,0
684,5,131,0
685,5,132,0
686,5,119,0
687,5,123,0
688,5,124,0
689,5,121,0
690,5,129,0.5
691,5,130,0
692,5,120,0
693,5,64,0
694,5,117,0
695,5,116,0
696,5,127,0.5
697,5,126,0
698,5,115,0
699,5,128,0
700,5,125,0.5
701,5,133,0.5
702,5,140,0.5
703,5,139,0
704,5,137,0
705,5,141,0
706,5,136,0
707,5,134,0.5
708,5,135,0.5
709,5,138,0
710,5,122,0
711,5,142,0.5
712,5,143,0.5
713,5,147,0
714,5,144,0
715,5,148,0
716,5,153,0
717,5,145,0
718,5,146,0
719,5,149,0
720,5,152,0
721,5,155,0
722,5,156,0
723,5,157,0
724,5,158,0
725,5,100,0.5
726,5,107,0
727,5,195,0
728,5,200,0
729,5,166,0
730,5,170,0
731,5,159,0
732,5,161,0
733,5,168,0
734,5,176,0
735,5,164,0.5
736,5,162,0
737,5,172,0
738,5,173,0
739,5,163,0
740,5,167,0.5
741,5,203,0
742,5,169,0.5
743,5,58,0
744,5,109,0
745,5,160,0.5
746,5,171,0.5
747,5,174,0
748,5,34,0
749,5,177,0.5
750,5,181,0
751,5,189,0
752,5,180,0
753,5,183,0
754,5,179,0.5
755,5,184,0.5
756,5,185,0.5
757,5,186,0
758,5,187,0
759,5,182,0.5
760,5,188,0
761,5,190,0
762,5,191,0
763,5,6,0
764,5,66,0
765,5,193,0
766,5,192,0
767,5,194,0
768,5,199,0
769,5,207,0
770,5,196,0
771,5,198,0.5
772,5,202,0.5
773,5,204,0
774,5,205,0
775,6,2,1
776,6,4,0
777,6,54,0.5
778,6,5,0
779,6,3,0
780,6,10,0
781,6,7,0
782,6,8,0
783,6,11,0.5
784,6,12,0
785,6,13,0
786,6,21,0
787,6,20,0
788,6,18,0
789,6,28,0
790,6,23,0
791,6,15,0
792,6,24,0.5
793,6,16,0.5
794,6,30,0.5
795,6,26,0
796,6,22,0
797,6,31,0
798,6,27,0
799,6,29,0
800,6,19,0
801,6,17,0
802,6,14,0
803,6,98,0
804,6,38,0.5
805,6,33,0
806,6,43,0
807,6,32,0
808,6,178,0
809,6,35,0
810,6,36,0
811,6,41,0
812,6,42,0
813,6,40,0
814,6,39,0.5
815,6,44,0
816,6,37,0.5
817,6,81,0
818,6,45,0
819,6,47,0
820,6,48,0
821,6,52,0
822,6,50,0.5
823,6,51,0
824,6,53,0
825,6,55,0
826,6,56,0
827,6,165,0
828,6,72,0
829,6,57,0.5
830,6,59,0
831,6,175,0.5
832,6,60,0
833,6,62,0
834,6,61,0
835,6,63,0
836,6,65,0.5
837,6,70,0
838,6,67,0
839,6,49,0
840,6,68,0.5
841,6,73,0
842,6,74,0
843,6,76,0
844,6,69,0.5
845,6,71,0
846,6,78,0.5
847,6,82,0
848,6,80,0
849,6,83,0
850,6,89,0
851,6,85,0
852,6,84,0
853,6,87,0
854,6,88,0
855,6,86,0
856,6,90,0
857,6,91,0
858,6,92,0.5
859,6,94,0
860,6,93,0
861,6,95,0
862,6,96,0
863,6,99,0
864,6,151,0.5
865,6,101,0
866,6,102,0
867,6,97,0
868,6,103,0
869,6,113,0
870,6,104,0
871,6,110,0.5
872,6,105,0.5
873,6,106,0.5
874,6,108,0
875,6,111,0
876,6,112,0
877,6,118,0
878,6,131,0.5
879,6,132,0
880,6,119,0
881,6,123,0
882,6,124,0
883,6,121,0
884,6,129,0.5
885,6,130,0
886,6,120,0
887,6,64,0
888,6,117,0
889,6,116,0
890,6,127,0
891,6,126,0
892,6,115,0
893,6,128,0
894,6,125,0.5
895,6,133,0
896,6,140,0
897,6,139,0
898,6,137,0
899,6,141,0
900,6,136,0
901,6,134,0.5
902,6,135,0.5
903,6,122,0
904,6,138,0
905,6,142,0
906,6,143,0
907,6,147,0
908,6,144,0
909,6,148,0.5
910,6,153,0
911,6,145,0
912,6,146,0
913,6,149,0
914,6,152,0
915,6,155,0
916,6,156,0
917,6,157,0
918,6,158,0
919,6,100,0
920,6,107,0
921,6,195,0
922,6,200,0
923,6,166,0
924,6,170,0
925,6,159,0
926,6,161,0
927,6,168,0
928,6,176,0
929,6,164,0
930,6,162,0
931,6,172,0
932,6,173,0
933,6,163,0
934,6,167,0.5
935,6,203,0
936,6,169,0.5
937,6,58,0
938,6,109,0
939,6,160,0
940,6,171,0
941,6,174,0
942,6,34,0
943,6,177,0
944,6,206,0.5
945,6,181,0
946,6,189,0
947,6,180,0
948,6,183,0
949,6,179,0.5
950,6,184,0
951,6,185,0.5
952,6,186,0
953,6,187,0
954,6,182,0.5
955,6,188,0
956,6,190,0.5
957,6,191,0
958,6,66,0
959,6,193,0.5
960,6,192,0
961,6,194,0
962,6,199,0
963,6,207,0
964,6,196,0.5
965,6,198,0.5
966,6,202,0
967,6,204,0
968,6,205,0
969,7,2,0.5
970,7,4,0
971,7,54,0.5
972,7,5,0
973,7,3,0
974,7,10,0
975,7,8,0
976,7,11,0.5
977,7,12,0
978,7,13,0.5
979,7,21,0
980,7,20,0
981,7,18,0
982,7,28,0
983,7,23,0
984,7,15,0
985,7,24,0
986,7,16,0.5
987,7,30,0.5
988,7,26,0
989,7,22,0
990,7,31,0
991,7,27,0
992,7,29,0.5
993,7,19,0
994,7,17,0.5
995,7,14,0
996,7,98,0
997,7,38,0.5
998,7,33,0.5
999,7,43,0
1000,7,32,0.5
1001,7,178,0.5
1002,7,35,0
1003,7,36,0
1004,7,41,0
1005,7,42,0
1006,7,40,0.5
1007,7,39,0.5
1008,7,44,0
1009,7,37,0.5
1010,7,81,0
1011,7,45,0.5
1012,7,47,0
1013,7,48,0
1014,7,52,0
1015,7,50,0.5
1016,7,51,0
1017,7,53,0
1018,7,55,0
1019,7,56,0
1020,7,165,0
1021,7,72,0.5
1022,7,57,0.5
1023,7,59,0
1024,7,175,0
1025,7,60,0
1026,7,62,0
1027,7,61,0
1028,7,63,0
1029,7,65,0.5
1030,7,70,0.5
1031,7,67,0
1032,7,49,0
1033,7,68,0.5
1034,7,73,0
1035,7,74,0
1036,7,76,0
1037,7,69,0.5
1038,7,71,0
1039,7,78,0
1040,7,82,0
1041,7,80,0
1042,7,83,0
1043,7,89,0
1044,7,85,0.5
1045,7,84,0
1046,7,87,0.5
1047,7,88,0.5
1048,7,86,0
1049,7,90,0
1050,7,91,0
1051,7,92,0
1052,7,94,0
1053,7,93,0
1054,7,95,0
1055,7,96,0
1056,7,99,0
1057,7,151,0.5
1058,7,101,0
1059,7,201,0
1060,7,102,0.5
1061,7,97,0
1062,7,103,0
1063,7,113,0
1064,7,104,0
1065,7,110,0.5
1066,7,105,0
1067,7,106,0.5
1068,7,108,0
1069,7,111,0
1070,7,112,0
1071,7,118,0
1072,7,131,0
1073,7,132,0
1074,7,119,0
1075,7,123,0.5
1076,7,124,0
1077,7,121,0
1078,7,129,0.5
1079,7,130,0
1080,7,120,0
1081,7,64,0
1082,7,117,0
1083,7,116,0
1084,7,127,0
1085,7,126,0
1086,7,115,0
1087,7,128,0
1088,7,125,0.5
1089,7,133,0
1090,7,140,0.5
1091,7,139,0
1092,7,137,0
1093,7,141,0
1094,7,136,0
1095,7,134,0.5
1096,7,135,0.5
1097,7,122,0
1098,7,138,0
1099,7,142,0
1100,7,143,0.5
1101,7,147,0
1102,7,144,0
1103,7,148,0.5
1104,7,153,0
1105,7,145,0
1106,7,146,0
1107,7,149,0
1108,7,152,0
1109,7,155,0
1110,7,156,0
1111,7,157,0
1112,7,158,0
1113,7,100,0
1114,7,107,0
1115,7,195,0
1116,7,200,0
1117,7,166,0
1118,7,170,0.5
1119,7,159,0.5
1120,7,161,0
1121,7,168,0
1122,7,176,0.5
1123,7,164,0.5
1124,7,162,0
1125,7,172,0
1126,7,173,0
1127,7,163,0
1128,7,167,0
1129,7,203,0
1130,7,169,0.5
1131,7,58,0
1132,7,109,0
1133,7,160,0.5
1134,7,171,0
1135,7,174,0
1136,7,34,0
1137,7,177,0.5
1138,7,181,0
1139,7,189,0
1140,7,180,0
1141,7,183,0
1142,7,179,0.5
1143,7,184,0.5
1144,7,185,0
1145,7,186,0
1146,7,187,0
1147,7,182,0.5
1148,7,188,0
1149,7,190,0.5
1150,7,191,0
1151,7,6,0
1152,7,66,0
1153,7,193,0.5
1154,7,192,0
1155,7,194,0
1156,7,199,0
1157,7,207,0
1158,7,196,0
1159,7,198,0.5
1160,7,202,0.5
1161,7,204,0
1162,7,205,0
1163,8,2,0.5
1164,8,4,0
1165,8,54,0.5
1166,8,5,0.5
1167,8,3,0.5
1168,8,10,0
1169,8,7,0
1170,8,11,0.5
1171,8,12,0.5
1172,8,13,1
1173,8,21,0
1174,8,20,0
1175,8,18,0
1176,8,28,0
1177,8,23,0
1178,8,15,0.5
1179,8,24,0.5
1180,8,16,0.5
1181,8,30,0.5
1182,8,26,0
1183,8,22,0.5
1184,8,31,0.5
1185,8,27,0
1186,8,29,0.5
1187,8,19,0.5
1188,8,17,0.5
1189,8,14,0
1190,8,98,0
1191,8,38,0.5
1192,8,33,0.5
1193,8,43,0
1194,8,32,0.5
1195,8,178,0.5
1196,8,35,0.5
1197,8,36,0
1198,8,41,0.5
1199,8,42,0
1200,8,40,0.5
1201,8,39,0.5
1202,8,44,0.5
1203,8,37,0.5
1204,8,81,0.5
1205,8,45,0.5
1206,8,47,0.5
1207,8,48,0.5
1208,8,52,0.5
1209,8,50,0.5
1210,8,51,0
1211,8,53,0.5
1212,8,55,0
1213,8,56,0
1214,8,165,0.5
1215,8,72,0.5
1216,8,57,0.5
1217,8,59,0.5
1218,8,175,0.5
1219,8,60,0.5
1220,8,62,0.5
1221,8,61,0.5
1222,8,63,0.5
1223,8,65,0.5
1224,8,70,0.5
1225,8,67,0
1226,8,49,0.5
1227,8,68,0.5
1228,8,73,0.5
1229,8,74,0.5
1230,8,76,0.5
1231,8,69,0.5
1232,8,71,0
1233,8,78,0.5
1234,8,82,0
1235,8,80,0.5
1236,8,83,0.5
1237,8,89,0.5
1238,8,85,0.5
1239,8,84,0
1240,8,87,0
1241,8,88,0.5
1242,8,86,0.5
1243,8,90,0.5
1244,8,91,0.5
1245,8,92,0
1246,8,94,0.5
1247,8,93,0
1248,8,95,0
1249,8,96,0
1250,8,99,0.5
1251,8,151,0.5
1252,8,101,0.5
1253,8,201,0.5
1254,8,102,0.5
1255,8,97,0
1256,8,103,0
1257,8,113,0.5
1258,8,104,0
1259,8,110,0.5
1260,8,105,0.5
1261,8,106,0.5
1262,8,108,0.5
1263,8,111,0.5
1264,8,112,0.5
1265,8,118,0
1266,8,131,0
1267,8,132,0
1268,8,119,0
1269,8,123,0.5
1270,8,124,0.5
1271,8,121,0.5
1272,8,129,0.5
1273,8,130,0
1274,8,120,0.5
1275,8,64,0
1276,8,117,0
1277,8,116,0.5
1278,8,127,0.5
1279,8,126,0
1280,8,115,0.5
1281,8,128,0
1282,8,125,0.5
1283,8,133,0
1284,8,140,0.5
1285,8,139,0
1286,8,137,0.5
1287,8,141,0.5
1288,8,136,0.5
1289,8,134,0.5
1290,8,135,0.5
1291,8,122,0.5
1292,8,138,0.5
1293,8,142,0
1294,8,143,0.5
1295,8,147,0
1296,8,144,0
1297,8,148,0.5
1298,8,153,0.5
1299,8,145,0.5
1300,8,146,0.5
1301,8,149,0.5
1302,8,152,0.5
1303,8,155,0
1304,8,156,0.5
1305,8,157,0
1306,8,158,0
1307,8,100,0.5
1308,8,107,0.5
1309,8,195,0
1310,8,200,0
1311,8,166,0.5
1312,8,170,0.5
1313,8,159,0.5
1314,8,161,0
1315,8,168,0
1316,8,176,0
1317,8,164,0.5
1318,8,162,0.5
1319,8,172,0.5
1320,8,173,0.5
1321,8,163,0.5
1322,8,167,0.5
1323,8,203,0.5
1324,8,169,0.5
1325,8,58,0.5
1326,8,109,0
1327,8,160,0.5
1328,8,171,0
1329,8,174,0.5
1330,8,34,0.5
1331,8,177,0.5
1332,8,206,0.5
1333,8,181,0
1334,8,189,0
1335,8,180,0
1336,8,183,0
1337,8,179,0.5
1338,8,184,0.5
1339,8,185,0.5
1340,8,186,0.5
1341,8,187,0.5
1342,8,182,0.5
1343,8,188,0
1344,8,190,0.5
1345,8,191,0
1346,8,6,0
1347,8,66,0.5
1348,8,193,0.5
1349,8,192,0
1350,8,194,0
1351,8,199,0.5
1352,8,207,0.5
1353,8,196,0.5
1354,8,198,0.5
1355,8,202,0.5
1356,8,204,0.5
1357,8,205,0
1358,10,2,0.5
1359,10,4,0
1360,10,54,0.5
1361,10,5,0
1362,10,3,0
1363,10,7,0.5
1364,10,8,0
1365,10,11,0.5
1366,10,12,0
1367,10,13,0.5
1368,10,21,0
1369,10,20,0.5
1370,10,18,0
1371,10,28,0
1372,10,23,0
1373,10,15,0
1374,10,24,0
1375,10,16,0.5
1376,10,30,0.5
1377,10,26,0
1378,10,22,0
1379,10,31,0
1380,10,27,0
1381,10,29,0.5
1382,10,19,0
1383,10,17,0.5
1384,10,14,0
1385,10,98,0
1386,10,38,0.5
1387,10,33,0
1388,10,43,0
1389,10,32,0.5
1390,10,178,0.5
1391,10,35,0
1392,10,36,0
1393,10,41,0
1394,10,42,0
1395,10,40,0.5
1396,10,39,0.5
1397,10,44,0
1398,10,37,0.5
1399,10,81,0
1400,10,45,0
1401,10,47,0
1402,10,48,0
1403,10,52,0
1404,10,50,0
1405,10,51,0
1406,10,53,0
1407,10,55,0
1408,10,56,0
1409,10,165,0
1410,10,72,0.5
1411,10,57,0.5
1412,10,59,0
1413,10,175,0
1414,10,60,0.5
1415,10,62,0
1416,10,61,0
1417,10,63,0
1418,10,65,0.5
1419,10,70,0
1420,10,67,0
1421,10,49,0
1422,10,68,0.5
1423,10,73,0
1424,10,74,0
1425,10,76,0
1426,10,69,0.5
1427,10,71,0
1428,10,78,0
1429,10,82,0
1430,10,80,0
1431,10,83,0
1432,10,89,0
1433,10,85,0.5
1434,10,84,0.5
1435,10,87,0
1436,10,88,0.5
1437,10,86,0
1438,10,90,0.5
1439,10,91,0
1440,10,92,0
1441,10,94,0.5
1442,10,93,0
1443,10,95,0.5
1444,10,96,0
1445,10,99,0
1446,10,151,0.5
1447,10,101,0
1448,10,102,0.5
1449,10,97,0.5
1450,10,103,0
1451,10,113,0
1452,10,104,0
1453,10,110,0
1454,10,105,0.5
1455,10,106,0.5
1456,10,108,0
1457,10,111,0
1458,10,112,0
1459,10,118,0
1460,10,131,0
1461,10,132,0
1462,10,119,0
1463,10,123,0.5
1464,10,124,0
1465,10,121,0.5
1466,10,129,0.5
1467,10,130,0
1468,10,120,0.5
1469,10,64,0
1470,10,117,0
1471,10,116,0
1472,10,127,0.5
1473,10,126,0
1474,10,115,0.5
1475,10,128,0
1476,10,125,0.5
1477,10,133,0.5
1478,10,140,0.5
1479,10,139,0
1480,10,137,0
1481,10,141,0.5
1482,10,136,0
1483,10,134,0.5
1484,10,135,0.5
1485,10,122,0
1486,10,138,0
1487,10,142,0.5
1488,10,143,0.5
1489,10,147,0
1490,10,144,0
1491,10,148,0
1492,10,153,0.5
1493,10,145,0
1494,10,146,0
1495,10,149,0
1496,10,152,0
1497,10,155,0
