12,0.5,0,0,0,0,0,0,0,0,,0.5,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0.5,0,0,0,0,0.5,0.5,0.5,0.5,0,0,0,0,0.5,0,0,0,0.5,0,0,0,0.5,0,0,0.5,0,0,0,0,0,0,0,0.5,0,0,0.5,0.5,0,0,0.5,0,0,0,0,,0,0,0,0,0,0.5,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0.5,0,0,0.5,0,0,0,0,0.5,0,0.5,0,0,,0,0,0.5,0,0,0.5,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0.5,0.5,0.5,0,0,0.5,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0.5,0,0,,0.5,0,0,0,,0,0
13,0.5,0.5,0,0.5,0,0.5,0.5,0,0.5,0.5,,0,0.5,0.5,0.5,0,0.5,0,0,0,0,0.5,0,0.5,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0.5,0.5,0.5,0.5,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0,0.5,0.5,0.5,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0.5,0.5,0,0.5,0.5,0.5,0,0.5,0.5,0.5,0.5,0.5,,0.5,0.5,0,0.5,0,0.5,0.5,0,0.5,0.5,0.5,0.5,0,0,0.5,0,0,0,0,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5,0.5,0,0.5,0.5,0.5,0.5,,0,0.5,0,0,0,0.5,0,0.5,0.5,0.5,0.5,0,0.5,0,0.5,0,0,0,0,0.5,0.5,0,0.5,0.5,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0.5,0.5,0.5,0.5,0.5,,0,0.5,0,0,0,0.5,0,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0.5,0,0.5,0.5,0,0,0,0,0.5,0,0.5,0.5,0,0,0.5,0.5,0,0,,0.5,0.5,0.5,0,,0.5,0.5
14,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0.5,0.5,,0.5,0,0.5,0,0.5,0.5,0.5,0.5,0.5,0.5,0,0.5,0,0.5,0.5,0.5,0,0.5,0.5,0.5,0.5,0.5,0.5,0,0.5,0.5,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0,0.5,0.5,0.5,0,0.5,0.5,0.5,0.5,0,0.5,0.5,0.5,0,0.5,0.5,0.5,0,0.5,0,0,0.5,0.5,0.5,0.5,0.5,,0.5,0.5,0,0.5,0.5,0.5,0.5,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0.5,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0.5,0.5,0.5,0.5,0.5,0.5,,0.5,0.5,0.5,0.5,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0.5,0,0.5,0.5,0,0.5,0.5,0,0.5,0.5,0,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5,0.5,0.5,,0.5,0.5,0.5,0,0.5,0.5,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0.5,0.5,0.5,0.5,0.5,0.5,0,0.5,0.5,0.5,0.5,0,0,0,0.5,0.5,0.5,0.5,0,0.5,0.5,0.5,0,,0.5,0.5,0,0,,0.5,0.5
15,0.5,0,0,0,0,0,0,0,0,0,0.5,0,,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0.5,0,0,0,0,0.5,0.5,0.5,0.5,0,0,0,0,0.5,0,0,0,0.5,0,0,0,0.5,0,0,0.5,0,0,0,0,0,0,0,0.5,0,0,0.5,0.5,0,0,0.5,0,0,0,0.5,,0,0,0,0,0,0.5,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0.5,0,0.5,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0.5,0,0,0.5,0,0,0,0,0,0,0.5,0,0,,0,0,0.5,0,0,0.5,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0.5,0.5,0.5,0,0,0.5,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0.5,0,0,,0.5,0,0,0,,0,0
16,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0.5,0.5,0,0.5,,0,0,0.5,0.5,0,0.5,0.5,0.5,0,0.5,0,0.5,0.5,0.5,0,0.5,0.5,0.5,0.5,0,0.5,0.5,0,0.5,0,0,0.5,0,0.5,0.5,0.5,0.5,0,0.5,0.5,0.5,0,0.5,0.5,0.5,0.5,0,0.5,0.5,0.5,0,0.5,0.5,0.5,0,0,0,0,0.5,0.5,0,0.5,0.5,,0.5,0.5,0,0.5,0.5,0.5,0.5,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0.5,0,0.5,0.5,0.5,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0.5,0.5,0.5,,0.5,0.5,0.5,0,0,0.5,0.5,0.5,0,0.5,0.5,0.5,0.5,0,0.5,0,0,0,0,0,0,0,0.5,0.5,0,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5,0.5,0.5,,0.5,0.5,0.5,0,0.5,0.5,0,0,0.5,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0.5,0,0,0.5,0.5,0.5,0,0.5,0.5,0,0.5,0,0,0,0.5,0.5,0.5,0.5,0,0.5,0.5,0.5,0,,0.5,0,0.5,0.5,,0.5,0.5
17,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,,0,0.5,0.5,0.5,0.5,0.5,0.5,0,0.5,0,0.5,0.5,0.5,0,0.5,0.5,0.5,0.5,0,0.5,0.5,0,0.5,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0,0.5,0.5,0.5,0,0.5,0.5,0.5,0.5,0,0.5,0.5,0.5,0,0.5,0.5,0.5,0,0,0,0,0.5,0.5,0.5,0.5,0.5,,0.5,0.5,0,0.5,0.5,0.5,0.5,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0.5,0,0.5,0.5,0.5,0.5,0,0.5,0,0.5,0,0.5,0,0.5,0.5,0.5,0.5,,0,0.5,0.5,0,0,0.5,0.5,0.5,0,0.5,0.5,0.5,0.5,0,0.5,0,0.5,0.5,0,0,0,0,0.5,0.5,0,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5,0.5,0.5,,0.5,0.5,0.5,0,0.5,0.5,0,0,0.5,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0.5,0,0,0.5,0.5,0.5,0,0.5,0.5,0,0.5,0,0,0,0.5,0.5,0.5,0.5,0,0.5,0.5,0.5,0,,0.5,0.5,0.5,0.5,,0.5,0.5
18,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0.5,0.5,0.5,,0.5,0,0,0.5,0.5,0.5,0.5,0.5,0,0.5,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0.5,0,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0,0.5,0.5,,0.5,0.5,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0.5,0.5,0.5,0,0.5,0,0,0,0.5,0.5,0.5,0.5,0.5,1,0.5,0.5,0,0,0.5,0.5,0.5,,0.5,0.5,0.5,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,,0.5,0.5,0.5,0,0.5,1,0.5,0.5,0.5,0,0.5,0.5,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0.5,0,0.5,0.5,0,0.5,0.5,0.5,0.5,0.5,0.5,0,0.5,0.5,0,0,0.5,0.5,0.5,0.5,0.5,,0.5,0.5
19,0.5,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0.5,0,0.5,0,0,0,0,0.5,0.5,0.5,0.5,0,0,0,0,0.5,0,0,0,0.5,0,0,0,0.5,0,0,0.5,0,0,0.5,0,0,0,0,0,0.5,0,0.5,0.5,0,0,0.5,0,0,0,0.5,,0,0,0,0,0,0.5,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0.5,0.5,0,0,0,0.5,0,0,0,,0,0,0,0,0,0,0,0,0.5,0,0.5,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0.5,0,0,0.5,0,0,0,0,0,0,0.5,0,0,,0,0,0.5,0,0,0.5,0,0,0,0,0,0,0,0,0.5,0,0.5,0,0,0,0.5,0,0.5,0.5,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0.5,0,0,,0.5,0.5,0,0,,0,0
20,0.5,0.5,0.5,0.5,0,0,0,0.5,0.5,0.5,0,0,0.5,0.5,0.5,0,0.5,,0,0.5,0,0.5,0,0.5,0,0,0.5,0,0.5,0.5,0.5,0.5,0,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0,0.5,0,0.5,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0.5,0,0,0.5,0.5,0.5,0,0.5,0.5,0.5,0,0.5,,0,0.5,0,0.5,0,0.5,0.5,0,0,0.5,0.5,0.5,0.5,0,0.5,0,0,0,0,0.5,0.5,0,0,0,0,0.5,0.5,0.5,0.5,0,0.5,0.5,0.5,0.5,,0,0.5,0.5,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0.5,0,0,0,0.5,0.5,0.5,0,0.5,0.5,0,0.5,0,0,0,0.5,0.5,0,0,0.5,0.5,0.5,0.5,0.5,,0,0.5,0.5,0,0,0.5,0,0,0.5,0.5,0,0.5,0.5,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0.5,0.5,0.5,0,0.5,0.5,0,0.5,0.5,0,0,0,0,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0,0,,0,0.5,0,0,,0.5,0.5
21,0.5,0,0,0,0,0,0,0,0.5,0,0.5,0.5,0,0,0.5,0.5,0,0.5,,0,0.5,0,0,0,0,0.5,0.5,0,0.5,0,0,0,0,0.5,0.5,0.5,0.5,0,0,0,0,0.5,0,0,0,0.5,0,0,0,0.5,0,0.5,0.5,0,0,0.5,0,0,0,0,0.5,0,0,0,0.5,0,0,0.5,0,0,0,0,,0,0,0,0,0.5,0.5,0,0,0.5,0,0,0,0,0,0,0.5,0,0.5,0,0,0,0,0.5,0,0,0.5,0.5,0,0,0,0,0,0,0,,0.5,0,0,0,0,0,0.5,0,0.5,0,0.5,0,0.5,0,0,0,0,0,0.5,0.5,0.5,0,0,0,0,0.5,0.5,0.5,0,0,0,0,0,0.5,0,0.5,0,0,,0,0,0.5,0,0,0.5,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0.5,0.5,0,0.5,0,0.5,0,0,0,0.5,0.5,0,0,0,0.5,0,0,0,0,0.5,0.5,0,0,,0.5,0,0,0,,0,0
22,0.5,0.5,0,0,0,0,0,0.5,0.5,0,0.5,0,0,0.5,0.5,0,0,0,0.5,,0,0.5,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0,0.5,0.5,0.5,0.5,0,0,0,0.5,0,0,0,0,0.5,0,0,0,0.5,0,0.5,0.5,0,0,0,0,0.5,0,0,0.5,0.5,0,0.5,0.5,0.5,0,0.5,0,0.5,0.5,0.5,,0.5,0,0,0,0,0.5,0.5,0,0.5,0,0.5,0,0,0,0.5,0.5,0,0,0,0.5,0.5,0,0.5,0,0.5,0.5,0.5,0,0,0,0.5,0,0,0,,0.5,0,0,0,0,0.5,0,0,0.5,0,0.5,0,0.5,0,0.5,0,0,0,0.5,0.5,0.5,0.5,0,0,0,0.5,0.5,0.5,0.5,0,0.5,0.5,0,0.5,0,0.5,0,0.5,,0,0,0,0,0.5,0.5,0.5,0,0.5,0.5,0.5,0,0.5,0,0.5,0.5,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0,0.5,0,0.5,0,0,0,0,0,0.5,0,0.5,0.5,0,0,0.5,0.5,0.5,0,,0.5,0.5,0,0,,0,0
23,0.5,0.5,0,0.5,0,0,0,0,0.5,0.5,0,0,0.5,0.5,0.5,0,0.5,0.5,0.5,0.5,,0.5,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0,0.5,0.5,0.5,0.5,0,0.5,0.5,0.5,0,0,0.5,0.5,0.5,0,0.5,0.5,0.5,0,0.5,0.5,0,0.5,0.5,0,0,0.5,0.5,0,0.5,0.5,,0,0.5,0,0.5,0,0.5,0.5,0,0.5,0.5,0,0.5,0,0,0.5,0,0.5,0,0,0.5,0,0.5,0.5,0,0,0.5,0.5,0.5,0.5,0,0.5,0.5,0.5,0.5,,0.5,0.5,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0.5,0.5,0,0.5,0.5,0,0.5,0.5,0.5,0.5,0,0,0.5,0,0.5,0.5,0.5,0.5,0.5,,0,0.5,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0,0.5,0.5,0,0.5,0.5,0.5,0.5,0.5,0,0.5,0.5,0,0,0.5,0,0.5,0.5,0,0,0,0,0.5,0,0.5,0.5,0,0,0,0,0,0,,0.5,0.5,0,0,,0.5,0.5
24,0.5,0,0.5,0.5,0.5,0,0,0,0.5,0.5,0.5,0,0.5,0,0.5,0.5,0.5,0.5,0,0.5,0.5,,0,0,0,0.5,0.5,0,0.5,0.5,0.5,0,0.5,0.5,0.5,0.5,0.5,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0,0.5,0,0.5,0,0,0.5,0.5,0.5,0.5,0.5,0,0.5,0,0.5,0,0,0.5,0.5,0,0,0.5,0.5,0,0,0,,0,0.5,0,0.5,0.5,0.5,0,0.5,0.5,0.5,0,0.5,0,0.5,0.5,0.5,0,0.5,0,0,0,0.5,0.5,0,0,0.5,0.5,0,0.5,0,0,0.5,0.5,0.5,,0.5,0.5,0.5,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0,0.5,0,0,0,0.5,0.5,0.5,0,0.5,0.5,0,0.5,0.5,0.5,0.5,0,0,0,0,0,0.5,0.5,0.5,0.5,,0.5,0.5,0,0,0.5,0.5,0,0,0,0,0,0.5,0,0.5,0.5,0.5,0,0.5,0.5,0.5,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0,0.5,0,0.5,0,0,0,0,0.5,0,0.5,0.5,0,0,0.5,0,0,,0.5,0,0,0,,0.5,0.5
